tau,status,mean_rhat,min_ess,divergences,nj_residual_pct,tree_consistency_pct,violation_median,violation_q99,star_fraction_pct
0.001,Stable,,,ALL,,,,,
0.01,Stable,,,ALL,,,,,
0.05,Stable,1.0035999999999998,646.0,0,159.8652686268439,43.71333420276642,0.06103777885437012,0.24396368861198425,10.914000123739243
0.1,Stable,1.0042,272.0,0,147.52417627063485,44.45933401584625,0.0594630241394043,0.24377547204494476,11.989333480596542
0.2,Stable,1.0057,159.0,0,127.9196541411374,47.424668073654175,0.0540924072265625,0.23805584013462067,13.635332882404327
0.5,Stable,1.0063,82.0,0,102.36774201321698,50.9606659412384,0.04862475395202637,0.23592427372932434,15.840665996074677
1.0,Stable,1.0124,50.0,0,92.68074513861565,52.37399935722351,0.04657268524169922,0.23185104131698608,16.620667278766632
